DRG 	FINAL_RULE_POST_ACUTE	FINAL_RULE_SPECIAL_PAY	MDC	TYPE	DRG_DESC	RW	GMLOS	AMLOS	Year
866	No	No	18	MED	VIRAL ILLNESS W/O MCC	0.7594	2.781	3.4282	2013
867	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC	2.5861	6.9691	9.383	2013
868	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC	1.0762	3.9139	4.8943	2013
869	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC	0.7415	2.8357	3.453	2013
870	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS	5.8399	12.6227	14.8151	2013
871	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC	1.8803	5.2273	6.9073	2013
872	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC	1.0988	4.1861	5.033	2013
876	No	No	19	SURG	O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS	2.7097	7.4538	12.2042	2013
880	No	No	19	MED	ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION	0.6474	2.2084	2.9829	2013
881	No	No	19	MED	DEPRESSIVE NEUROSES	0.6356	3.1942	4.3292	2013
882	No	No	19	MED	NEUROSES EXCEPT DEPRESSIVE	0.6271	3.1001	4.2326	2013
883	No	No	19	MED	DISORDERS OF PERSONALITY & IMPULSE CONTROL	1.3613	4.679	8.1041	2013
884	Yes	No	19	MED	ORGANIC DISTURBANCES & MENTAL RETARDATION	0.985	3.9165	5.3944	2013
885	No	No	19	MED	PSYCHOSES	0.9539	5.4144	7.4024	2013
886	No	No	19	MED	BEHAVIORAL & DEVELOPMENTAL DISORDERS	0.7812	3.7959	6.0959	2013
887	No	No	19	MED	OTHER MENTAL DISORDER DIAGNOSES	0.9473	3.1049	4.7494	2013
894	No	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA	0.4278	2.1036	2.9649	2013
895	No	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY	1.0963	9.1678	11.6848	2013
896	Yes	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC	1.5271	4.7928	6.6914	2013
897	Yes	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC	0.6788	3.2026	3.9951	2013
901	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W MCC	4.3477	9.863	14.874	2013
902	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W CC	1.7079	5.0433	6.883	2013
903	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC	0.989	3.0128	3.9887	2013
904	No	No	21	SURG	SKIN GRAFTS FOR INJURIES W CC/MCC	2.9145	6.9611	10.0843	2013
905	No	No	21	SURG	SKIN GRAFTS FOR INJURIES W/O CC/MCC	1.263	3.418	4.5816	2013
906	No	No	21	SURG	HAND PROCEDURES FOR INJURIES	1.1596	2.357	3.6224	2013
907	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W MCC	3.8565	7.7198	10.884	2013
908	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W CC	1.9519	4.5121	5.9858	2013
909	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC	1.2051	2.6253	3.3403	2013
913	No	No	21	MED	TRAUMATIC INJURY W MCC	1.2273	3.7891	5.1164	2013
914	No	No	21	MED	TRAUMATIC INJURY W/O MCC	0.6998	2.4659	3.0794	2013
915	No	No	21	MED	ALLERGIC REACTIONS W MCC	1.5168	3.736	5.1105	2013
916	No	No	21	MED	ALLERGIC REACTIONS W/O MCC	0.5042	1.6835	2.0927	2013
917	Yes	No	21	MED	POISONING & TOXIC EFFECTS OF DRUGS W MCC	1.4542	3.571	4.9263	2013
918	Yes	No	21	MED	POISONING & TOXIC EFFECTS OF DRUGS W/O MCC	0.6304	2.0637	2.7007	2013
919	No	No	21	MED	COMPLICATIONS OF TREATMENT W MCC	1.6615	4.3842	6.0463	2013
920	No	No	21	MED	COMPLICATIONS OF TREATMENT W CC	0.9693	3.0952	3.9966	2013
921	No	No	21	MED	COMPLICATIONS OF TREATMENT W/O CC/MCC	0.6637	2.2174	2.783	2013
922	No	No	21	MED	OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC	1.4305	3.9083	5.6969	2013
923	No	No	21	MED	OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC	0.6438	2.195	2.9029	2013
927	No	No	22	SURG	EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W SKIN GRAFT	16.4026	22.4719	29.6	2013
928	No	No	22	SURG	FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC	4.7919	11.2102	15.3353	2013
929	No	No	22	SURG	FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC	2.242	5.2038	7.2579	2013
933	No	No	22	MED	EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W/O SKIN GRAFT	2.374	2.5217	5.3224	2013
934	No	No	22	MED	FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ	1.5123	4.0428	5.7492	2013
935	No	No	22	MED	NON-EXTENSIVE BURNS	1.341	3.347	5.025	2013
939	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC	2.7769	6.2252	9.0688	2013
940	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC	1.8108	3.6338	5.267	2013
941	No	No	23	SURG	O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC	1.1776	2.0518	2.6939	2013
945	Yes	No	23	MED	REHABILITATION W CC/MCC	1.3204	8.346	10.0823	2013
946	Yes	No	23	MED	REHABILITATION W/O CC/MCC	1.253	6.5405	7.4368	2013
947	Yes	No	23	MED	SIGNS & SYMPTOMS W MCC	1.1131	3.5935	4.7542	2013
948	Yes	No	23	MED	SIGNS & SYMPTOMS W/O MCC	0.701	2.654	3.3334	2013
949	No	No	23	MED	AFTERCARE W CC/MCC	0.9372	2.8453	4.159	2013
950	No	No	23	MED	AFTERCARE W/O CC/MCC	0.5693	2.3221	3.2682	2013
951	No	No	23	MED	OTHER FACTORS INFLUENCING HEALTH STATUS	0.8105	2.3542	5.9459	2013
955	No	No	24	SURG	CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA	5.417	8.1179	11.5411	2013
956	Yes	No	24	SURG	LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA	3.6372	6.8978	8.3999	2013
957	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC	6.4182	9.9161	13.8933	2013
958	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC	3.9004	7.2134	9.1284	2013
959	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC	2.5646	4.6894	5.8205	2013
963	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC	2.8483	5.8433	8.5488	2013
964	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W CC	1.4975	4.4049	5.4504	2013
965	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC	0.96	3.0418	3.6469	2013
969	No	No	25	SURG	HIV W EXTENSIVE O.R. PROCEDURE W MCC	5.4815	12.0334	16.3116	2013
970	No	No	25	SURG	HIV W EXTENSIVE O.R. PROCEDURE W/O MCC	2.6631	5.5187	7.3671	2013
974	No	No	25	MED	HIV W MAJOR RELATED CONDITION W MCC	2.5943	6.8134	9.575	2013
975	No	No	25	MED	HIV W MAJOR RELATED CONDITION W CC	1.3142	4.781	6.2204	2013
976	No	No	25	MED	HIV W MAJOR RELATED CONDITION W/O CC/MCC	0.8416	3.2643	4.0645	2013
977	No	No	25	MED	HIV W OR W/O OTHER RELATED CONDITION	1.0517	3.4874	4.6777	2013
981	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	5.027	10.5075	13.676	2013
982	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC	2.8276	6.0048	7.7942	2013
983	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.7175	2.8624	3.8484	2013
984	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	3.6217	10.5817	13.1431	2013
985	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC	2.0895	6.0666	8.1748	2013
986	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.071	2.5119	3.551	2013
987	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	3.3374	8.5976	11.4354	2013
988	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC	1.8141	4.9863	6.7278	2013
989	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.015	2.243	3.0495	2013
998	No	No		**	PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS	0	0	0	2013
999	No	No		**	UNGROUPABLE	0	0	0	2013
001	No	No	PRE	SURG	HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC	24.2794	28.6	37.4	2012
002	No	No	PRE	SURG	HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W/O MCC	13.97	16.7	21.3	2012
003	Yes	No	PRE	SURG	ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.	17.9927	29.1	35.3	2012
004	Yes	No	PRE	SURG	TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.	10.9251	21.4	26	2012
005	No	No	PRE	SURG	LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT	10.4814	15.9	20.9	2012
006	No	No	PRE	SURG	LIVER TRANSPLANT W/O MCC	5.1059	8.2	9.4	2012
007	No	No	PRE	SURG	LUNG TRANSPLANT	9.871	15.4	18.9	2012
008	No	No	PRE	SURG	SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT	5.1176	10.1	12	2012
010	No	No	PRE	SURG	PANCREAS TRANSPLANT	3.89	8.5	9.9	2012
011	No	No	PRE	SURG	TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC	4.9967	12.1	15.2	2012
012	No	No	PRE	SURG	TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC	3.0957	8.5	10	2012
013	No	No	PRE	SURG	TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC	1.8983	5.6	6.4	2012
014	No	No	PRE	SURG	ALLOGENEIC BONE MARROW TRANSPLANT	10.2792	18	24.8	2012
016	No	No	PRE	SURG	AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC	6.3127	18.1	19.8	2012
017	No	No	PRE	SURG	AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC	4.3224	11.6	14.6	2012
020	No	No	01	SURG	INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC	8.5033	13.4	16.8	2012
021	No	No	01	SURG	INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC	6.4369	12.6	14.3	2012
022	No	No	01	SURG	INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC	4.15	5.6	7.6	2012
023	Yes	No	01	SURG	CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT	5.3625	8.4	11.7	2012
024	Yes	No	01	SURG	CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC	3.6327	5.4	7.5	2012
025	Yes	No	01	SURG	CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC	4.6927	8.5	10.9	2012
026	Yes	No	01	SURG	CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC	2.977	5.5	7	2012
027	Yes	No	01	SURG	CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC	2.1317	2.9	3.7	2012
028	Yes	Yes	01	SURG	SPINAL PROCEDURES W MCC	5.6476	10.1	13	2012
029	Yes	Yes	01	SURG	SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS	2.8308	4.5	6.2	2012
030	Yes	Yes	01	SURG	SPINAL PROCEDURES W/O CC/MCC	1.6924	2.4	3.1	2012
031	Yes	No	01	SURG	VENTRICULAR SHUNT PROCEDURES W MCC	4.4529	8.7	12.5	2012
032	Yes	No	01	SURG	VENTRICULAR SHUNT PROCEDURES W CC	1.9491	3.5	5.2	2012
033	Yes	No	01	SURG	VENTRICULAR SHUNT PROCEDURES W/O CC/MCC	1.4085	2	2.6	2012
034	No	No	01	SURG	CAROTID ARTERY STENT PROCEDURE W MCC	3.5003	4.5	6.9	2012
035	No	No	01	SURG	CAROTID ARTERY STENT PROCEDURE W CC	2.1459	2.1	3.1	2012
036	No	No	01	SURG	CAROTID ARTERY STENT PROCEDURE W/O CC/MCC	1.655	1.3	1.5	2012
037	No	No	01	SURG	EXTRACRANIAL PROCEDURES W MCC	3.0845	5.6	8	2012
038	No	No	01	SURG	EXTRACRANIAL PROCEDURES W CC	1.5804	2.4	3.5	2012
039	No	No	01	SURG	EXTRACRANIAL PROCEDURES W/O CC/MCC	1.0305	1.4	1.7	2012
040	Yes	Yes	01	SURG	PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC	4.0331	8.9	12	2012
041	Yes	Yes	01	SURG	PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM	2.1775	5.1	6.6	2012
042	Yes	Yes	01	SURG	PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC	1.7442	2.5	3.3	2012
052	No	No	01	MED	SPINAL DISORDERS & INJURIES W CC/MCC	1.539	4.3	5.7	2012
053	No	No	01	MED	SPINAL DISORDERS & INJURIES W/O CC/MCC	0.8554	2.7	3.3	2012
054	Yes	No	01	MED	NERVOUS SYSTEM NEOPLASMS W MCC	1.468	4.4	6	2012
055	Yes	No	01	MED	NERVOUS SYSTEM NEOPLASMS W/O MCC	1.076	3.3	4.5	2012
056	Yes	No	01	MED	DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC	1.7656	5.5	7.3	2012
057	Yes	No	01	MED	DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC	0.9652	3.8	4.9	2012
058	No	No	01	MED	MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC	1.5223	5.3	6.8	2012
059	No	No	01	MED	MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC	1.0181	4	4.8	2012
060	No	No	01	MED	MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC	0.7618	3.1	3.7	2012
061	No	No	01	MED	ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC	2.8804	6.2	8	2012
062	No	No	01	MED	ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC	1.9506	4.6	5.4	2012
063	No	No	01	MED	ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC	1.5361	3.3	3.8	2012
064	Yes	No	01	MED	INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC	1.8555	4.9	6.8	2012
065	Yes	No	01	MED	INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	1.1485	3.8	4.6	2012
066	Yes	No	01	MED	INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC	0.8105	2.6	3.1	2012
067	No	No	01	MED	NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC	1.4475	4.2	5.4	2012
068	No	No	01	MED	NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC	0.8901	2.6	3.2	2012
069	No	No	01	MED	TRANSIENT ISCHEMIA	0.7347	2.2	2.7	2012
070	Yes	No	01	MED	NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC	1.803	5.3	7	2012
071	Yes	No	01	MED	NONSPECIFIC CEREBROVASCULAR DISORDERS W CC	1.0578	3.9	4.9	2012
072	Yes	No	01	MED	NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC	0.7237	2.4	3	2012
073	No	No	01	MED	CRANIAL & PERIPHERAL NERVE DISORDERS W MCC	1.2955	4.1	5.4	2012
074	No	No	01	MED	CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC	0.8644	3.2	4	2012
075	No	No	01	MED	VIRAL MENINGITIS W CC/MCC	1.7196	5.4	6.8	2012
076	No	No	01	MED	VIRAL MENINGITIS W/O CC/MCC	0.8751	3.2	3.8	2012
077	No	No	01	MED	HYPERTENSIVE ENCEPHALOPATHY W MCC	1.6587	4.7	6	2012
078	No	No	01	MED	HYPERTENSIVE ENCEPHALOPATHY W CC	1.02	3.5	4.2	2012
079	No	No	01	MED	HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC	0.7218	2.4	2.9	2012
080	No	No	01	MED	NONTRAUMATIC STUPOR & COMA W MCC	1.1865	3.6	4.9	2012
081	No	No	01	MED	NONTRAUMATIC STUPOR & COMA W/O MCC	0.7374	2.6	3.3	2012
082	No	No	01	MED	TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC	2.0265	3.5	6	2012
083	No	No	01	MED	TRAUMATIC STUPOR & COMA, COMA >1 HR W CC	1.3567	3.5	4.6	2012
084	No	No	01	MED	TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC	0.8422	2.1	2.6	2012
085	Yes	No	01	MED	TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC	2.1483	5.2	7.2	2012
086	Yes	No	01	MED	TRAUMATIC STUPOR & COMA, COMA <1 HR W CC	1.1759	3.5	4.4	2012
087	Yes	No	01	MED	TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC	0.7834	2.3	2.8	2012
088	No	No	01	MED	CONCUSSION W MCC	1.6177	4.1	5.4	2012
089	No	No	01	MED	CONCUSSION W CC	0.9809	2.8	3.6	2012
090	No	No	01	MED	CONCUSSION W/O CC/MCC	0.7297	1.9	2.3	2012
091	Yes	No	01	MED	OTHER DISORDERS OF NERVOUS SYSTEM W MCC	1.6238	4.3	5.9	2012
092	Yes	No	01	MED	OTHER DISORDERS OF NERVOUS SYSTEM W CC	0.9247	3.2	4	2012
093	Yes	No	01	MED	OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC	0.6751	2.2	2.8	2012
094	No	No	01	MED	BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC	3.4244	8.7	11.5	2012
095	No	No	01	MED	BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC	2.3762	6.2	7.7	2012
096	No	No	01	MED	BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC	1.9069	4.5	5.6	2012
097	No	No	01	MED	NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC	3.2139	8.7	11.1	2012
098	No	No	01	MED	NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC	1.8279	6	7.6	2012
099	No	No	01	MED	NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC	1.2299	4	5.1	2012
100	Yes	No	01	MED	SEIZURES W MCC	1.5254	4.3	5.8	2012
101	Yes	No	01	MED	SEIZURES W/O MCC	0.762	2.7	3.3	2012
102	No	No	01	MED	HEADACHES W MCC	1.0129	3.1	4.3	2012
103	No	No	01	MED	HEADACHES W/O MCC	0.6677	2.3	2.9	2012
113	No	No	02	SURG	ORBITAL PROCEDURES W CC/MCC	1.8841	4.3	5.7	2012
114	No	No	02	SURG	ORBITAL PROCEDURES W/O CC/MCC	0.9275	2	2.6	2012
115	No	No	02	SURG	EXTRAOCULAR PROCEDURES EXCEPT ORBIT	1.2246	3.3	4.4	2012
116	No	No	02	SURG	INTRAOCULAR PROCEDURES W CC/MCC	1.2982	3	4.5	2012
117	No	No	02	SURG	INTRAOCULAR PROCEDURES W/O CC/MCC	0.7657	1.8	2.4	2012
121	No	No	02	MED	ACUTE MAJOR EYE INFECTIONS W CC/MCC	1.044	4.1	5.3	2012
122	No	No	02	MED	ACUTE MAJOR EYE INFECTIONS W/O CC/MCC	0.6304	3.1	3.7	2012
123	No	No	02	MED	NEUROLOGICAL EYE DISORDERS	0.7135	2.1	2.6	2012
124	No	No	02	MED	OTHER DISORDERS OF THE EYE W MCC	1.1702	3.6	5.1	2012
125	No	No	02	MED	OTHER DISORDERS OF THE EYE W/O MCC	0.6918	2.5	3.2	2012
129	No	No	03	SURG	MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE	2.2143	3.7	5.4	2012
130	No	No	03	SURG	MAJOR HEAD & NECK PROCEDURES W/O CC/MCC	1.1858	2.3	2.8	2012
131	No	No	03	SURG	CRANIAL/FACIAL PROCEDURES W CC/MCC	2.2558	4.1	5.7	2012
132	No	No	03	SURG	CRANIAL/FACIAL PROCEDURES W/O CC/MCC	1.1974	2.1	2.7	2012
133	No	No	03	SURG	OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC	1.7241	3.7	5.4	2012
134	No	No	03	SURG	OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC	0.8722	1.7	2.1	2012
135	No	No	03	SURG	SINUS & MASTOID PROCEDURES W CC/MCC	1.9963	4.3	6.5	2012
136	No	No	03	SURG	SINUS & MASTOID PROCEDURES W/O CC/MCC	1.0114	1.7	2.3	2012
137	No	No	03	SURG	MOUTH PROCEDURES W CC/MCC	1.316	3.8	5	2012
138	No	No	03	SURG	MOUTH PROCEDURES W/O CC/MCC	0.7784	1.8	2.4	2012
139	No	No	03	SURG	SALIVARY GLAND PROCEDURES	0.9009	1.4	1.7	2012
146	No	No	03	MED	EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC	2.0669	5.9	8.4	2012
147	No	No	03	MED	EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC	1.2268	4.1	5.6	2012
148	No	No	03	MED	EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC	0.7521	2.2	3.2	2012
149	No	No	03	MED	DYSEQUILIBRIUM	0.635	2.1	2.5	2012
150	No	No	03	MED	EPISTAXIS W MCC	1.3103	3.8	5.2	2012
151	No	No	03	MED	EPISTAXIS W/O MCC	0.6601	2.3	2.8	2012
152	No	No	03	MED	OTITIS MEDIA & URI W MCC	0.957	3.2	4.1	2012
153	No	No	03	MED	OTITIS MEDIA & URI W/O MCC	0.6296	2.4	3	2012
154	No	No	03	MED	OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC	1.4235	4.2	5.6	2012
155	No	No	03	MED	OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC	0.8985	3.2	4.1	2012
156	No	No	03	MED	OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC	0.6192	2.3	2.8	2012
157	No	No	03	MED	DENTAL & ORAL DISEASES W MCC	1.6092	4.9	6.7	2012
158	No	No	03	MED	DENTAL & ORAL DISEASES W CC	0.8971	3.2	4.2	2012
159	No	No	03	MED	DENTAL & ORAL DISEASES W/O CC/MCC	0.5801	2.1	2.6	2012
163	Yes	No	04	SURG	MAJOR CHEST PROCEDURES W MCC	5.091	11.4	13.9	2012
164	Yes	No	04	SURG	MAJOR CHEST PROCEDURES W CC	2.6029	5.9	7.1	2012
165	Yes	No	04	SURG	MAJOR CHEST PROCEDURES W/O CC/MCC	1.7854	3.6	4.3	2012
166	Yes	No	04	SURG	OTHER RESP SYSTEM O.R. PROCEDURES W MCC	3.7322	9.2	11.7	2012
167	Yes	No	04	SURG	OTHER RESP SYSTEM O.R. PROCEDURES W CC	2.0575	5.6	7.1	2012
168	Yes	No	04	SURG	OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC	1.2791	3.2	4.2	2012
175	Yes	No	04	MED	PULMONARY EMBOLISM W MCC	1.6212	5.6	6.7	2012
176	Yes	No	04	MED	PULMONARY EMBOLISM W/O MCC	1.0485	4	4.7	2012
177	Yes	No	04	MED	RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC	2.0653	6.7	8.3	2012
178	Yes	No	04	MED	RESPIRATORY INFECTIONS & INFLAMMATIONS W CC	1.4653	5.4	6.5	2012
179	Yes	No	04	MED	RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC	1.0025	4	4.8	2012
180	No	No	04	MED	RESPIRATORY NEOPLASMS W MCC	1.7403	5.6	7.3	2012
181	No	No	04	MED	RESPIRATORY NEOPLASMS W CC	1.2237	4	5.3	2012
182	No	No	04	MED	RESPIRATORY NEOPLASMS W/O CC/MCC	0.8446	2.7	3.6	2012
183	No	No	04	MED	MAJOR CHEST TRAUMA W MCC	1.4695	5.1	6.2	2012
184	No	No	04	MED	MAJOR CHEST TRAUMA W CC	1.0086	3.5	4.3	2012
185	No	No	04	MED	MAJOR CHEST TRAUMA W/O CC/MCC	0.7013	2.5	3	2012
186	Yes	No	04	MED	PLEURAL EFFUSION W MCC	1.5824	5.1	6.6	2012
187	Yes	No	04	MED	PLEURAL EFFUSION W CC	1.1123	3.7	4.8	2012
188	Yes	No	04	MED	PLEURAL EFFUSION W/O CC/MCC	0.7699	2.7	3.4	2012
189	No	No	04	MED	PULMONARY EDEMA & RESPIRATORY FAILURE	1.2694	4.2	5.3	2012
190	Yes	No	04	MED	CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC	1.1684	4.4	5.3	2012
191	Yes	No	04	MED	CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC	0.9628	3.7	4.5	2012
192	Yes	No	04	MED	CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC	0.7081	3	3.5	2012
193	Yes	No	04	MED	SIMPLE PNEUMONIA & PLEURISY W MCC	1.4948	5.2	6.4	2012
194	Yes	No	04	MED	SIMPLE PNEUMONIA & PLEURISY W CC	1.0026	4	4.8	2012
195	Yes	No	04	MED	SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC	0.7037	3	3.6	2012
196	Yes	No	04	MED	INTERSTITIAL LUNG DISEASE W MCC	1.6571	5.6	7	2012
197	Yes	No	04	MED	INTERSTITIAL LUNG DISEASE W CC	1.0943	4	4.9	2012
198	Yes	No	04	MED	INTERSTITIAL LUNG DISEASE W/O CC/MCC	0.7839	2.9	3.6	2012
